Fartøy;Dag;Måned;År;LenkeNr;Posisjon Latitude;Posisjon Longitude;Omr.-nr.;Lok.- nr.;Fiskedyp Min (favn);Fiskedyp Max (favn);Antall garn i lenken;Lengde per garn;Total garnlengde (meter);Ståtid (timer);Liter rårogn;Nøyaktighet kjeks;Ant. Kjeks;Nøyaktighet kall;Ant. kall;Bifangst totalt skarv;Bifangst totalt teist;Bifangst andre arter;Art 1 sjøpattedyr;Antall 1 sjøpattedyr;Art 2 sjøpattedyr;Antall 2 sjøpattedyr
ØYVÆRING;29;5;2 015;5;6932,4;1800,2;5;30;4;10;10;42;420;72;20;2;38;2;1;1;0;1;;;;
ØYVÆRING;31;5;2 015;1;6939,9;1756,9;5;30;8;12;10;42;420;48;12;2;22;2;1;1;0;1;;;;
ØYVÆRING;31;5;2 015;2;6939,1;1758,4;5;30;5;10;10;42;420;48;15;2;29;2;1;1;0;1;;;;
ØYVÆRING;31;5;2 015;3;6939,2;1758,2;5;30;5;10;10;42;420;48;8;2;15;2;0;0;0;0;;;;
ØYVÆRING;31;5;2 015;4;6939,5;1759,2;5;30;4;10;10;42;420;48;10;2;18;2;0;0;0;0;;;;
ØYVÆRING;31;5;2 015;5;6939,4;1800,2;5;30;4;10;10;42;420;48;15;2;30;2;1;0;0;0;;;;
Tor Morten;14;4;2 015;1;69,3434;173417;-99;-99;5;17;10;35;350;50;36;2;76;2;4;0;0;0;;;;
Tor Morten;14;4;2 015;2;34,43;33,85;-99;-99;7;17;10;35;350;51;40;2;80;2;1;0;0;0;;;;
Tor Morten;14;4;2 015;3;34,58;33,56;-99;-99;6;15;12;35;420;52;55;2;110;2;1;0;0;0;;;;
Tor Morten;14;4;2 015;4;3463;33,06;-99;-99;8;12;10;35;350;53;29;2;59;2;3;0;0;0;;;;
Tor Morten;14;4;2 015;5;3482;32,59;-99;-99;11;11;10;35;350;54;34;2;70;2;2;0;0;0;;;;
Tor Morten;14;4;2 015;6;34,98;3235;-99;-99;9;10;10;35;350;55;33;2;66;2;2;0;0;0;;;;
Tor Morten;14;4;2 015;7;35,16;32,17;-99;-99;8;10;12;35;420;56;60;2;119;2;1;0;0;0;;;;
Tor Morten;14;4;2 015;8;35,27;31,91;-99;-99;6;11;12;35;420;57;32;2;58;2;4;0;0;0;;;;
Tor Morten;14;4;2 015;9;35,40;31,61;-99;-99;6;11;12;35;420;58;25;2;53;2;4;0;0;0;;;;
Tor Morten;16;4;2 015;1;34,34;34,17;-99;-99;11;11;10;35;350;48;35;2;68;2;2;0;0;0;;;;
Tor Morten;16;4;2 015;2;34,43;33,85;-99;-99;7;11;10;35;350;49;37;2;70;2;1;0;0;0;;;;
Tor Morten;16;14;2 015;3;34,58;33,56;-99;-99;6;12;12;35;420;50;33;2;66;2;1;0;0;0;;;;
Tor Morten;16;4;2 015;4;34,63;33,06;-99;-99;11;11;10;35;350;51;35;2;68;2;2;0;0;0;;;;
Tor Morten;16;4;2 015;5;34,82;32,59;-99;-99;10;11;10;35;350;52;35;2;68;2;1;0;0;0;;;;
Tor Morten;16;4;2 015;6;34,98;32,35;-99;-99;9;11;10;35;350;53;37;2;70;2;1;0;0;0;;;;
Tor Morten;16;4;2 015;7;35,16;32,17;-99;-99;8;11;12;35;420;54;33;2;66;2;1;0;0;0;;;;
Tor Morten;16;4;2 015;8;35,27;31,91;-99;-99;7;11;12;35;420;55;35;2;68;2;0;0;0;0;;;;
Tor Morten;16;4;2 015;9;35,40;31,61;-99;-99;6;11;12;35;420;56;35;2;68;2;1;0;0;0;;;;
Tor Morten;20;4;2 015;1;34,34;34,17;-99;-99;8;11;10;35;350;20;7;-99;14;-99;6;0;0;0;;;;
Tor Morten;20;4;2 015;2;34,34;33,85;-99;-99;10;10;10;35;350;21;8;-99;14;-99;1;0;0;0;;;;
Tor Morten;20;4;2 015;3;34,58;33,56;-99;-99;8;11;12;35;420;22;7;-99;14;-99;2;0;0;0;;;;
Tor Morten;20;4;2 015;4;34,63;33,06;-99;-99;10;10;10;35;350;23;7;-99;14;-99;0;0;0;0;;;;
Tor Morten;20;4;2 015;5;35,16;32,17;-99;-99;7;11;12;35;420;24;8;-99;14;-99;0;0;0;0;;;;
Tor Morten;20;4;2 015;6;35,27;31,94;-99;-99;10;11;12;35;420;25;7;-99;14;-99;0;0;0;0;;;;
Tor Morten;20;4;2 015;7;35,49;31,29;-99;-99;10;12;12;35;420;26;7;-99;14;-99;0;0;0;0;;;;
Tor Morten;20;4;2 015;8;35,59;31,09;-99;-99;10;11;10;35;350;27;8;-99;14;-99;5;0;0;0;;;;
Tor Morten;20;4;2 015;9;36,13;30;30;-99;10;12;10;35;350;28;7;-99;14;-99;1;0;0;0;;;;
Tor Morten;27;4;2 015;1;34,34;34,17;-99;-99;8;11;10;35;350;70;29;2;56;2;5;0;0;0;;;;
Tor Morten;27;4;2 015;2;34,43;33,85;-99;-99;10;11;10;35;350;71;29;2;58;2;1;0;0;0;;;;
Tor Morten;27;4;2 015;3;34,58;33,56;-99;-99;7;11;12;35;420;72;29;2;60;2;0;0;0;0;;;;
Tor Morten;27;4;2 015;4;34,63;33,06;-99;-99;10;10;10;35;350;73;29;2;53;2;1;0;0;0;;;;
Tor Morten;27;4;2 015;5;35,16;32,17;-99;-99;7;11;12;35;420;74;29;2;55;2;3;1;0;0;;Nise;1;
Tor Morten;27;4;2 015;6;35,27;31,91;-99;-99;10;11;12;35;420;75;29;2;60;2;2;0;0;0;;;;
Tor Morten;27;4;2 015;7;35,49;31,29;-99;-99;9;10;12;35;420;76;29;2;57;2;1;0;0;0;;;;
Tor Morten;27;4;2 015;8;35,59;31,09;-99;-99;7;10;10;35;350;77;29;2;57;2;2;0;0;0;;;;
Tor Morten;27;4;2 015;9;36,13;30,30;-99;-99;11;11;10;35;350;78;29;2;57;2;2;0;0;0;;;;
Tor Morten;29;4;2 015;1;34,34;34,17;-99;-99;7;10;10;35;350;51;29;2;58;2;1;1;1;0;;;;
Tor Morten;29;4;2 015;2;34,43;33,85;-99;-99;9;10;10;35;350;52;30;2;59;2;2;0;0;0;;;;
Tor Morten;29;4;2 015;3;34,58;33,56;-99;-99;9;10;12;35;420;53;28;2;56;2;3;0;0;0;;;;
Tor Morten;29;4;2 015;4;34,63;33,06;-99;-99;10;12;10;35;350;54;29;2;60;2;5;0;0;0;;;;
Tor Morten;29;4;2 015;5;35,16;32,17;-99;-99;10;13;12;35;420;55;30;2;57;2;1;0;0;0;;;;
Tor Morten;29;4;2 015;6;35,27;31,91;-99;-99;10;13;12;35;420;56;28;2;60;2;2;1;0;3;;;;
Tor Morten;29;4;2 015;7;35,39;31,09;-99;-99;10;13;12;35;420;58;30;2;52;2;2;0;0;0;;;;
Tor Morten;29;4;2 015;8;35,49;31.29;-99;-99;10;10;10;35;350;59;29;2;59;2;2;0;0;0;;;;
Tor Morten;29;4;2 015;9;36,13;30,30;-99;-99;9;11;10;35;350;60;31;2;53;2;2;0;0;0;;;;
Tor Morten;4;5;2 015;1;34,58;33,56;-99;-99;11;11;10;35;350;71;27;2;54;2;3;0;0;0;;;;
Tor Morten;4;5;2 015;2;34,63;33,06;-99;-99;9;11;10;35;350;72;25;2;50;2;1;0;0;0;;;;
Tor Morten;4;5;2 015;3;34,81;32,58;-99;-99;8;12;12;35;420;73;30;2;60;2;2;0;0;0;;;;
Tor Morten;4;5;2 015;4;34,98;32,35;-99;-99;7;11;10;35;350;74;25;2;50;2;1;0;0;0;;;;
Tor Morten;4;5;2 015;5;35,16;32,17;-99;-99;12;12;12;35;420;75;21;2;41;2;1;0;0;0;;;;
Tor Morten;4;5;2 015;6;35,27;31,92;-99;-99;11;11;12;35;420;78;23;2;46;2;4;1;0;0;;Sel;1;
Tor Morten;4;5;2 015;7;35,40;31,60;-99;-99;8;11;12;35;420;79;50;2;100;2;5;0;0;0;;;;
Tor Morten;4;5;2 015;8;35,49;31,29;-99;-99;7;13;10;35;350;81;22;2;44;2;5;0;0;0;;;;
Tor Morten;4;5;2 015;9;35,59;31,09;-99;-99;11;14;10;35;350;82;27;2;54;2;3;0;0;0;;;;
Tor Morten;6;5;2 015;1;34,58;33,56;-99;-99;11;11;10;35;350;52;39;2;80;2;3;0;0;0;;;;
Tor Morten;6;5;2 015;2;34,63;33,06;-99;-99;9;11;10;35;350;53;39;2;80;2;3;0;0;0;;;;
Tor Morten;6;5;2 015;3;34,82;32,58;-99;-99;8;12;12;35;420;54;35;2;75;2;2;0;0;0;;;;
Tor Morten;6;5;2 015;4;34,98;32,35;-99;-99;9;11;10;35;350;55;30;2;70;2;1;0;0;0;;;;
Tor Morten;6;5;2 015;5;35,16;32,17;-99;-99;8;12;12;35;420;57;40;2;80;2;2;0;0;0;;;;
Tor Morten;6;5;2 015;6;35,40;31,60;-99;-99;9;11;10;35;350;58;41;2;81;2;2;0;0;0;;;;
Tor Morten;6;5;2 015;7;35,27;31,92;-99;-99;7;11;12;35;420;59;50;2;99;2;3;0;0;0;;;;
Tor Morten;6;5;2 015;8;35,49;31,29;-99;-99;7;8;12;35;420;60;48;2;95;2;1;0;0;0;;;;
Tor Morten;6;5;2 015;9;35,59;31,09;-99;-99;7;9;10;35;350;62;32;2;64;2;2;0;0;0;;;;
Tor Morten;12;5;2 015;1;34,63;33,06;-99;-99;14;15;10;35;350;51;23;1;41;1;0;0;0;0;;;;
Tor Morten;12;5;2 015;2;34,82;32,58;-99;-99;12;12;10;35;350;52;29;1;55;1;1;0;0;0;;;;
Tor Morten;12;5;2 015;3;34,98;32,35;-99;-99;12;14;12;35;420;54;30;1;57;1;0;0;0;0;;;;
Tor Morten;12;5;2 015;4;35,16;32,17;-99;-99;11;13;10;35;350;56;36;1;61;1;2;0;0;0;;;;
Tor Morten;12;5;2 015;5;35,40;3160;-99;-99;12;12;12;35;420;58;30;1;56;1;4;0;0;0;;;;
Tor Morten;12;5;2 015;6;35,27;31,93;-99;-99;7;11;12;35;420;59;50;1;97;1;2;0;0;0;;;;
Tor Morten;12;5;2 015;7;35,49;31,29;-99;-99;7;9;12;35;420;60;62;1;119;1;3;0;0;0;;;;
Tor Morten;12;5;2 015;8;35,59;31,09;-99;-99;9;11;10;35;350;61;56;1;108;1;2;0;0;0;;;;
Tor Morten;12;5;2 015;9;36,13;30,30;-99;-99;9;9;10;35;350;63;60;1;114;1;4;0;0;0;;;;
Tor Morten;19;5;2 015;1;34,63;33,06;-99;-99;9;11;10;35;350;70;30;1;57;1;2;0;0;0;;;;
Tor Morten;19;5;2 015;2;34,82;32,58;-99;-99;9;11;10;35;350;71;41;1;80;1;1;0;0;0;;;;
Tor Morten;19;5;2 015;3;34,92;32,35;-99;-99;10;10;12;35;420;72;25;1;49;1;0;0;0;0;;;;
Tor Morten;19;5;2 015;4;35,16;32,17;-99;-99;10;11;10;35;350;74;42;1;83;1;0;0;0;0;;;;
Tor Morten;19;5;2 015;5;35,40;31,60;-99;-99;10;11;12;35;420;75;50;1;98;1;0;0;0;0;;;;
Tor Morten;19;5;2 015;6;35,27;31,93;-99;-99;11;12;12;35;420;76;30;1;60;1;2;0;0;0;;;;
Tor Morten;19;5;2 015;7;35.27;31,29;-99;-99;12;12;12;35;420;77;55;1;108;1;4;0;0;0;;;;
Tor Morten;19;5;2 015;8;35.59;31,09;-99;-99;11;13;10;35;350;78;25;1;50;1;2;0;0;0;;;;
Tor Morten;19;5;2 015;9;36.13;30,30;-99;-99;11;13;10;35;350;79;22;1;44;1;3;0;0;0;;;;
Sjeggestein;12;4;2 015;1;34.34;34,18;-99;-99;9;11;10;35;350;62;70;2;133;2;1;0;0;0;;;;
Sjeggestein;12;4;2 015;2;34.44;33,86;-99;-99;9;11;10;35;350;63;50;2;98;2;3;0;0;0;;;;
Sjeggestein;12;4;2 015;3;34.59;33,57;-99;-99;10;10;12;35;420;64;57;2;110;2;2;0;0;0;;;;
Sjeggestein;12;4;2 015;4;34.64;33,07;-99;-99;11;11;12;35;420;66;56;2;109;2;1;0;0;0;;;;
Sjeggestein;12;4;2 015;5;34.82;32,59;-99;-99;9;10;12;35;420;67;57;2;111;2;1;0;0;0;;;;
Sjeggestein;12;4;2 015;6;34.98;32,36;-99;-99;11;11;10;35;350;69;59;2;110;2;2;0;0;0;;;;
Sjeggestein;12;4;2 015;7;35.16;32,17;-99;-99;10;10;10;35;350;71;57;2;106;2;1;0;0;0;;;;
Sjeggestein;12;4;2 015;8;35.28;31,93;-99;-99;10;10;12;35;420;72;55;2;103;2;3;0;0;0;;;;
Sjeggestein;12;4;2 015;9;36.13;30,31;-99;-99;9;9;10;35;350;73;54;2;100;2;4;0;0;0;;;;
Sjeggestein;17;4;2 015;1;34.34;34,17;-99;-99;11;12;10;35;350;52;15;2;30;2;1;0;0;0;;;;
Sjeggestein;17;4;2 015;2;34.44;38,06;-99;-99;12;12;10;35;350;53;16;2;31;2;0;0;0;0;;;;
Sjeggestein;17;4;2 015;3;34.59;33,07;-99;-99;9;13;10;35;350;54;17;2;33;2;0;0;0;0;;;;
Sjeggestein;17;4;2 015;4;34.82;32,59;-99;-99;10;12;12;35;420;55;14;2;28;2;3;0;0;0;;;;
Sjeggestein;17;4;2 015;5;34.98;32,36;-99;-99;11;11;12;35;420;56;15;2;29;2;2;0;0;0;;;;
Sjeggestein;17;4;2 015;6;34.64;33,07;-99;-99;8;10;12;35;420;57;15;2;30;2;1;0;0;0;;;;
Sjeggestein;17;4;2 015;7;35.16;32,17;-99;-99;10;10;10;35;350;60;14;2;28;2;4;0;0;0;;;;
Sjeggestein;17;4;2 015;8;35.28;31,94;-99;-99;10;11;12;35;420;61;15;2;30;2;1;0;0;0;;;;
Sjeggestein;17;4;2 015;9;36.13;30,31;-99;-99;9;11;10;35;350;62;16;2;32;2;1;0;0;0;;;;
Sjeggestein;23;4;2 015;1;34.34;34,17;-99;-99;9;11;10;35;350;71;25;2;50;2;1;0;0;0;;;;
Sjeggestein;23;4;2 015;2;34.44;33,86;-99;-99;10;10;10;35;350;72;25;2;50;2;2;0;0;0;;;;
Sjeggestein;23;4;2 015;3;34.59;33,57;-99;-99;9;9;10;35;350;73;25;2;50;2;1;0;0;0;;;;
Sjeggestein;23;4;2 015;4;34.64;33,07;-99;-99;11;11;12;35;420;74;25;2;50;2;0;0;0;0;;;;
Sjeggestein;23;4;2 015;5;34.82;32,59;-99;-99;11;12;12;35;420;75;25;2;50;2;0;0;0;0;;;;
Sjeggestein;23;4;2 015;6;34.59;32,36;-99;-99;12;12;12;35;420;76;25;2;49;2;0;0;0;0;;;;
Sjeggestein;23;4;2 015;7;35.16;32,17;-99;-99;11;12;10;35;350;77;25;2;49;2;3;0;0;0;;;;
Sjeggestein;23;4;2 015;8;35.28;31,94;-99;-99;9;10;12;35;420;78;25;2;49;2;0;0;0;0;;;;
Sjeggestein;23;4;2 015;9;36.13;30,31;-99;-99;9;9;10;35;350;79;25;2;50;2;5;0;0;0;;;;
Sjeggestein;24;4;2 015;1;34.58;33,56;-99;-99;10;10;10;35;350;20;14;2;28;2;1;0;0;0;;;;
Sjeggestein;24;4;2 015;2;34.63;33,06;-99;-99;10;11;10;35;350;20;14;2;28;2;1;0;0;0;;;;
Sjeggestein;24;4;2 015;3;34.91;32,59;-99;-99;10;11;10;35;350;22;12;2;23;2;1;0;0;0;;;;
Sjeggestein;24;4;2 015;4;34.98;32,35;-99;-99;9;10;12;35;420;23;14;2;28;2;0;0;0;0;;;;
Sjeggestein;24;4;2 015;5;35.16;32,17;-99;-99;9;11;12;35;420;24;13;2;26;2;0;0;0;0;;;;
Sjeggestein;24;4;2 015;6;35.27;31,92;-99;-99;10;12;12;35;420;25;12;2;24;2;2;0;0;0;;;;
Sjeggestein;24;4;2 015;7;35.4;31,60;-99;-99;11;11;10;35;350;26;14;2;28;2;0;0;0;0;;;;
Sjeggestein;24;4;2 015;8;35.49;31,09;-99;-99;11;11;12;35;420;27;13;2;26;2;1;0;0;0;;;;
Sjeggestein;24;4;2 015;9;35.59;31,09;-99;-99;11;11;10;35;350;28;13;2;26;2;1;0;0;0;;;;
Sjeggestein;30;4;2 015;1;34.58;33,56;-99;-99;10;11;10;35;350;61;15;2;30;2;1;0;0;0;;;;
Sjeggestein;30;4;2 015;2;34.63;33,16;-99;-99;10;10;10;35;350;62;15;2;29;2;0;0;0;0;;;;
Sjeggestein;30;4;2 015;3;34.81;32,59;-99;-99;11;11;10;35;350;63;15;2;30;2;0;0;0;0;;;;
Sjeggestein;30;4;2 015;4;34.98;32,35;-99;-99;12;12;12;35;420;64;14;2;28;2;0;0;0;0;;;;
Sjeggestein;30;4;2 015;5;35.16;32,17;-99;-99;11;12;12;35;420;65;14;2;27;2;1;0;0;0;;;;
Sjeggestein;30;4;2 015;6;35.27;31,92;-99;-99;12;12;12;35;420;66;16;2;31;2;2;0;0;0;;;;
Sjeggestein;30;4;2 015;7;35.4;31,60;-99;-99;12;13;10;35;350;67;15;2;30;2;0;0;0;0;;;;
Sjeggestein;30;4;2 015;8;35.49;31,29;-99;-99;11;14;12;35;420;68;15;2;30;2;3;0;0;0;;;;
Sjeggestein;30;4;2 015;9;36.13;30,30;-99;-99;14;14;10;35;350;69;15;2;30;2;2;0;0;0;;;;
Sjeggestein;4;5;2 015;1;34.58;33,56;-99;-99;9;10;10;35;350;52;21;2;42;2;1;0;0;0;;;;
Sjeggestein;4;5;2 015;2;34.63;33,06;-99;-99;10;10;10;35;350;53;21;2;42;2;1;0;0;0;;;;
Sjeggestein;4;5;2 015;3;34.81;32,59;-99;-99;11;11;10;35;350;54;20;2;40;2;1;0;0;0;;;;
Sjeggestein;4;5;2 015;4;34.98;32,35;-99;-99;9;11;12;35;420;55;21;2;41;2;0;0;0;0;;;;
Sjeggestein;4;5;2 015;5;35.16;32,17;-99;-99;9;12;12;35;420;56;22;2;42;2;0;0;0;0;;;;
Sjeggestein;4;5;2 015;6;35.29;31,92;-99;-99;11;11;12;35;420;57;23;2;46;2;2;0;0;0;;;;
Sjeggestein;4;5;2 015;7;35.4;31,60;-99;-99;10;11;10;35;350;58;19;2;40;2;0;0;0;0;;;;
Sjeggestein;4;5;2 015;8;35.49;31,29;-99;-99;10;10;12;35;420;59;21;2;40;2;0;0;0;0;;;;
Sjeggestein;4;5;2 015;9;36.13;30,30;-99;-99;11;12;10;35;350;60;18;2;38;2;1;0;0;0;;;;
Sjeggestein;8;5;2 015;1;34.58;33,56;-99;-99;10;11;10;35;350;61;29;2;59;2;1;0;0;0;;;;
Sjeggestein;8;5;2 015;2;34.63;33,06;-99;-99;11;11;10;35;350;62;31;2;60;2;2;0;0;0;;;;
Sjeggestein;8;5;2 015;3;34.81;32,59;-99;-99;12;12;10;35;350;63;28;2;49;2;0;0;0;0;;;;
Sjeggestein;8;5;2 015;4;34.98;32,35;-99;-99;10;11;12;35;420;64;30;2;60;2;0;0;0;0;;;;
Sjeggestein;8;5;2 015;5;35.16;32,17;-99;-99;9;10;12;35;420;65;29;2;60;2;1;0;0;0;;;;
Sjeggestein;8;5;2 015;6;35.29;31,92;-99;-99;10;11;12;35;420;66;29;2;59;2;0;0;0;0;;;;
Sjeggestein;8;5;2 015;7;35.4;31,60;-99;-99;10;11;10;35;350;67;30;2;59;2;1;0;0;0;;;;
Sjeggestein;8;5;2 015;8;35.49;31,29;-99;-99;9;12;12;35;420;68;29;2;60;2;1;0;0;0;;;;
Sjeggestein;8;5;2 015;9;36.13;30,30;-99;-99;11;12;10;35;350;69;31;2;61;2;2;0;0;0;;;;
Sjeggestein;12;5;2 015;1;34.58;33,56;-99;-99;10;11;10;35;350;61;16;2;31;2;1;0;0;0;;;;
Sjeggestein;12;5;2 015;2;34.63;33,06;-99;-99;10;11;10;35;350;62;17;2;32;2;0;0;0;0;;;;
Sjeggestein;12;5;2 015;3;34.81;32,59;-99;-99;9;10;10;35;350;63;16;2;31;2;1;0;0;0;;;;
Sjeggestein;12;5;2 015;4;34.98;32,35;-99;-99;10;11;12;35;420;64;17;2;32;2;0;0;0;0;;;;
Sjeggestein;12;5;2 015;5;35.16;32,17;-99;-99;11;11;12;35;420;65;16;2;32;2;2;0;0;0;;;;
Sjeggestein;12;5;2 015;6;35.29;31,92;-99;-99;11;12;12;35;420;66;17;2;32;2;2;0;0;0;;;;
Sjeggestein;12;5;2 015;7;35.4;31,60;-99;-99;12;12;10;35;350;67;16;2;31;2;1;0;0;0;;;;
Sjeggestein;12;5;2 015;8;35.49;31,29;-99;-99;12;12;12;35;420;68;17;2;32;2;1;0;0;0;;;;
Sjeggestein;12;5;2 015;9;36.13;3030;-99;-99;11;12;10;35;350;69;16;2;31;2;3;0;0;0;;;;
Sjeggestein;20;5;2 015;1;34.58;33,58;-99;-99;10;11;10;35;350;62;30;2;60;2;1;0;0;0;;;;
Sjeggestein;20;5;2 015;2;34.63;33,08;-99;-99;10;11;10;35;350;62;30;2;60;2;1;0;0;0;;;;
Sjeggestein;20;5;2 015;3;34.81;32,59;-99;-99;9;10;10;35;350;64;30;2;59;2;1;0;0;0;;;;
Sjeggestein;20;5;2 015;4;34.98;32,35;-99;-99;11;11;12;35;420;65;29;2;60;2;2;0;0;0;;;;
Sjeggestein;20;5;2 015;5;35.16;32,17;-99;-99;12;12;12;35;420;66;31;2;59;2;0;0;0;0;;;;
Sjeggestein;20;5;2 015;6;35.29;31,92;-99;-99;11;11;12;35;420;67;30;2;60;2;0;0;0;0;;;;
Sjeggestein;20;5;2 015;7;35.4;31,60;-99;-99;10;11;10;35;350;68;29;2;61;2;4;0;0;0;;;;
Sjeggestein;20;5;2 015;8;35.49;31,29;-99;-99;11;12;12;35;420;69;30;2;59;2;0;0;0;0;;;;
Sjeggestein;20;5;2 015;9;36.13;30,30;-99;-99;10;13;10;35;350;70;31;2;60;2;0;0;0;0;;;;
Sjeggestein;22;5;2 015;1;34.58;33,58;-99;-99;9;10;10;35;350;51;14;1;27;1;1;0;0;0;;;;
Sjeggestein;22;5;2 015;2;34.63;33,08;-99;-99;10;11;10;35;350;52;15;1;28;1;2;0;0;0;;;;
Sjeggestein;22;5;2 015;3;34.81;32,60;-99;-99;9;9;10;35;350;53;15;1;26;1;2;0;0;0;;;;
Sjeggestein;22;5;2 015;4;35.98;32,35;-99;-99;11;11;12;35;420;54;17;1;29;1;0;0;0;0;;;;
Sjeggestein;22;5;2 015;5;35.16;32,17;-99;-99;9;11;12;35;420;55;13;1;25;1;0;0;0;0;;;;
Sjeggestein;22;5;2 015;6;35.29;31,93;-99;-99;9;11;12;35;420;56;14;1;28;1;1;0;0;0;;;;
Sjeggestein;22;5;2 015;7;35.4;31,60;-99;-99;11;11;10;35;350;57;15;1;29;1;2;0;0;0;;;;
Sjeggestein;22;5;2 015;8;35.49;31,29;-99;-99;11;11;12;35;420;58;13;1;25;1;1;0;0;0;;;;
Sjeggestein;22;5;2 015;9;36.13;30,31;-99;-99;11;14;10;35;350;59;14;1;24;1;0;0;0;0;;;;
Sjeggestein;26;5;2 015;1;34.43;33,85;-99;-99;9;9;10;35;350;62;17;2;31;2;1;1;0;0;;Nise;1;
Sjeggestein;26;5;2 015;2;34.81;32,59;-99;-99;9;10;10;35;350;63;16;2;32;2;1;0;0;0;;;;
Sjeggestein;26;5;2 015;3;34.98;32,35;-99;-99;10;11;10;35;350;64;16;2;31;2;0;0;0;0;;;;
Sjeggestein;26;5;2 015;4;35.16;32,17;-99;-99;10;11;12;35;420;65;17;2;31;2;1;0;0;0;;;;
Sjeggestein;26;5;2 015;5;35.27;31,92;-99;-99;9;12;12;35;420;66;16;2;31;2;1;0;0;0;;;;
Sjeggestein;26;5;2 015;6;35.4;31,60;-99;-99;9;12;12;35;420;67;17;2;32;2;0;0;0;0;;;;
Sjeggestein;26;5;2 015;7;35.4;31,29;-99;-99;11;11;10;35;350;68;16;2;29;2;0;0;0;0;;;;
Sjeggestein;26;5;2 015;8;35.59;31,09;-99;-99;11;12;12;35;420;69;17;2;29;2;2;0;0;0;;;;
Sjeggestein;26;5;2 015;9;36.13;30,30;-99;-99;11;13;10;35;350;70;17;2;30;2;1;0;0;0;;;;
Sjeggestein;29;5;2 015;1;34.43;33,85;-99;-99;11;11;10;35;350;51;12;2;24;2;0;0;0;0;;;;
Sjeggestein;29;5;2 015;2;34.81;32,59;-99;-99;11;11;10;35;350;52;11;2;21;2;0;0;0;0;;;;
Sjeggestein;29;5;2 015;3;34.98;32,35;-99;-99;9;11;10;35;350;53;13;2;25;2;1;0;0;0;;;;
Sjeggestein;29;5;2 015;4;35.16;32,17;-99;-99;11;11;12;35;420;54;11;2;21;2;0;0;0;0;;;;
Sjeggestein;29;5;2 015;5;35.27;31,92;-99;-99;9;11;12;35;420;55;13;2;25;2;0;0;0;0;;;;
Sjeggestein;29;5;2 015;6;35.4;31,60;-99;-99;10;11;12;35;420;72;21;2;41;2;0;0;0;0;;;;
Sjeggestein;29;5;2 015;7;35.49;31,29;-99;-99;11;12;10;35;350;73;22;2;42;2;1;0;0;0;;;;
Sjeggestein;29;5;2 015;8;35.59;31,09;-99;-99;11;12;12;35;420;74;20;2;39;2;0;0;0;0;;;;
Sjeggestein;29;5;2 015;9;36.13;30,30;-99;-99;12;12;10;35;350;75;22;2;42;2;2;0;0;0;;;;
Sjeggestein;27;5;2 015;1;34.43;33,85;-99;-99;9;9;10;35;350;26;11;2;22;2;1;0;0;0;;;;
Sjeggestein;27;5;2 015;2;34.81;32,59;-99;-99;10;11;10;35;350;27;11;2;22;2;0;0;0;0;;;;
Sjeggestein;27;5;2 015;3;34.98;32,35;-99;-99;10;11;10;35;350;28;11;2;22;2;0;0;0;0;;;;
Sjeggestein;27;5;2 015;4;35.16;32,17;-99;-99;10;11;12;35;420;29;14;2;22;2;0;0;0;0;;;;
Sjeggestein;27;5;2 015;5;35.4;31,60;-99;-99;9;10;12;35;420;30;12;2;22;2;0;0;0;0;;;;
Sjeggestein;1;6;2 015;1;34.43;33,85;-99;-99;11;11;10;35;350;71;18;2;33;2;0;0;0;0;;;;
Sjeggestein;1;6;2 015;2;34.81;32,58;-99;-99;10;12;10;35;350;72;17;2;32;2;0;0;0;0;;;;
Sjeggestein;1;6;2 015;3;34.99;32,36;-99;-99;11;11;10;35;350;73;17;2;32;2;0;0;0;0;;;;
Sjeggestein;1;6;2 015;4;35.16;32,17;-99;-99;10;11;12;35;420;74;20;2;40;2;1;0;0;0;;;;
Sjeggestein;1;6;2 015;5;35.27;31,92;-99;-99;10;11;12;35;420;75;18;2;38;2;1;0;0;0;;;;
Sjeggestein;1;6;2 015;6;35.4;31,60;-99;-99;9;12;12;35;420;76;17;2;35;2;0;0;0;0;;;;
Sjeggestein;1;6;2 015;7;35.49;31,29;-99;-99;9;14;10;35;350;77;17;2;34;2;0;0;0;0;;;;
Sjeggestein;1;6;2 015;8;35.58;31,08;-99;-99;9;12;12;35;420;78;18;2;33;2;2;0;0;0;;;;
Sjeggestein;1;6;2 015;9;36.14;30,30;-99;-99;11;14;10;35;350;79;20;2;41;2;1;0;0;0;;;;
Sjeggestein;3;6;2 015;1;34.43;33,85;-99;-99;11;11;10;35;350;74;11;2;20;2;0;0;0;0;;;;
Sjeggestein;3;6;2 015;2;34.81;32,58;-99;-99;10;11;10;35;350;75;11;2;20;2;1;0;0;0;;;;
Sjeggestein;3;6;2 015;3;34.98;32,38;-99;-99;9;11;10;35;350;76;12;2;20;2;1;0;0;0;;;;
Sjeggestein;3;6;2 015;4;35.16;32,17;-99;-99;11;11;12;35;420;77;11;2;20;2;1;0;0;0;;;;
Sjeggestein;3;6;2 015;5;35.27;31,92;-99;-99;10;11;12;35;420;78;10;2;21;2;0;0;0;0;;;;
Sjeggestein;3;6;2 015;6;35.4;31,60;-99;-99;10;11;12;35;420;79;12;2;22;2;0;0;0;0;;;;
