Fartøy;Dag;Måned;År;LenkeNr;Posisjon Latitude;Posisjon Longitude;Omr.-nr.;Lok.- nr.;Fiskedyp Min (favn);Fiskedyp Max (favn);Antall garn i lenken;Lengde per garn;Total garnlengde (meter);Ståtid (timer);Liter rårogn;Nøyaktighet kjeks;Ant. Kjeks;Nøyaktighet kall;Ant. kall;Bifangst totalt skarv;Bifangst totalt teist;Bifangst andre arter;Art 1 sjøpattedyr;Antall 1 sjøpattedyr;Art 2 sjøpattedyr;Antall 2 sjøpattedyr
Tøtta;24;5;2 013;10;7110,72;2540,85;4;26;4;10;10;43;430;72;50;-99;111;-99;3;0;0;0;0;0;0;0
Tøtta;24;5;2 013;11;7110,35;2540,67;4;26;9;11;10;43;430;72;70;-99;120;-99;7;1;0;0;0;0;0;0
Tøtta;24;5;2 013;12;7110,18;2540,86;4;26;9;11;10;43;430;72;40;-99;87;-99;1;0;0;0;0;0;0;0
Tøtta;26;5;2 013;1;-99;-99;3;10;3;7;10;43;430;72;100;-99;155;-99;4;0;0;0;0;0;0;0
Tøtta;26;5;2 013;2;-99;-99;3;10;4;6;10;43;430;72;100;-99;148;-99;8;0;1;0;0;0;0;0
Tøtta;26;5;2 013;3;-99;-99;3;10;3;7;10;43;430;72;70;-99;110;-99;3;0;0;0;0;0;0;0
Tøtta;26;5;2 013;4;-99;-99;3;10;2;8;10;43;430;72;60;-99;99;-99;7;0;0;0;0;0;0;0
Tøtta;26;5;2 013;5;-99;-99;3;10;4;6;10;43;430;72;100;-99;160;-99;7;0;0;0;0;0;0;0
Tøtta;26;5;2 013;6;-99;-99;3;10;3;9;10;43;430;72;50;-99;81;-99;3;0;0;0;0;0;0;0
Tøtta;27;5;2 013;7;-99;-99;4;26;4;10;10;43;430;72;100;-99;155;-99;7;0;0;0;0;0;0;0
Tøtta;27;5;2 013;8;-99;-99;4;26;5;10;10;43;430;72;100;-99;148;-99;6;0;0;0;0;0;0;0
Tøtta;27;5;2 013;9;-99;-99;4;26;4;10;10;43;430;72;70;-99;110;-99;7;0;1;0;0;0;0;0
Tøtta;27;5;2 013;10;-99;-99;4;26;4;10;10;43;430;72;70;-99;105;-99;3;0;0;0;0;0;0;0
Tøtta;27;5;2 013;11;-99;-99;4;26;9;11;10;43;430;72;60;-99;99;-99;3;0;0;0;0;0;0;0
Tøtta;27;5;2 013;12;-99;-99;4;26;9;11;10;43;430;72;70;-99;115;-99;5;0;0;0;0;0;0;0
Tøtta;29;5;2 013;1;-99;-99;3;10;3;7;10;43;430;72;80;-99;136;-99;3;0;0;0;0;0;0;0
Tøtta;29;5;2 013;2;-99;-99;3;10;4;6;10;43;430;72;80;-99;123;-99;4;0;0;0;0;0;0;0
Tøtta;29;5;2 013;3;-99;-99;3;10;3;7;10;43;430;72;60;-99;97;-99;3;0;0;0;0;0;0;0
Tøtta;29;5;2 013;4;-99;-99;3;10;2;8;10;43;430;72;50;-99;88;-99;0;0;0;0;0;0;0;0
Tøtta;29;5;2 013;5;-99;-99;3;10;4;6;10;43;430;72;60;-99;105;-99;4;0;0;0;0;0;0;0
Tøtta;30;5;2 013;7;-99;-99;4;26;4;10;10;43;430;72;100;-99;150;-99;9;0;0;0;0;0;0;0
Tøtta;30;5;2 013;8;-99;-99;4;26;5;10;10;43;430;72;100;-99;144;-99;6;0;0;0;0;0;0;0
Tøtta;30;5;2 013;9;-99;-99;4;26;4;10;10;43;430;72;60;-99;91;-99;0;0;0;0;0;0;0;0
Tøtta;30;5;2 013;10;-99;-99;4;26;4;10;10;43;430;72;35;-99;60;-99;3;0;0;0;0;0;0;0
Tøtta;30;5;2 013;11;-99;-99;4;26;9;11;10;43;430;72;60;-99;110;-99;3;0;0;0;0;0;0;0
Tøtta;1;6;2 013;1;-99;-99;3;10;3;7;10;43;430;72;150;-99;228;-99;7;0;0;0;0;0;0;0
Tøtta;1;6;2 013;2;-99;-99;3;10;4;6;10;43;430;72;100;-99;156;-99;11;0;0;0;0;0;0;0
Tøtta;1;6;2 013;3;-99;-99;3;10;3;7;10;43;430;72;60;-99;103;-99;3;0;0;0;0;0;0;0
Tøtta;1;6;2 013;4;-99;-99;3;10;2;8;10;43;430;72;65;-99;111;-99;8;0;0;0;0;0;0;0
Tøtta;2;6;2 013;7;-99;-99;4;26;4;10;10;43;430;72;120;-99;183;-99;7;0;0;0;0;0;0;0
Tøtta;2;6;2 013;8;-99;-99;4;26;4;10;10;43;430;72;110;-99;163;-99;11;0;0;0;0;0;0;0
Tøtta;2;6;2 013;9;-99;-99;4;26;5;10;10;43;430;72;100;-99;144;-99;11;0;0;0;0;0;0;0
Tøtta;2;6;2 013;10;-99;-99;4;26;4;10;10;43;430;72;150;-99;214;-99;14;0;0;0;0;0;0;0
Lofotværing;2;5;2 013;1;7111,08;2540,92;4;26;-99;-99;10;40;400;72;45.5;1;67;1;1;0;0;0;0;0;0;0
Lofotværing;2;5;2 013;2;7110,86;2540,95;4;26;-99;-99;10;40;400;72;37.4;1;55;1;0;0;0;0;0;0;0;0
Lofotværing;2;5;2 013;3;7110,60;2540,36;4;26;-99;-99;10;40;400;72;46.9;1;69;1;0;0;0;0;0;0;0;0
Lofotværing;2;5;2 013;4;7110,25;2540,69;4;26;-99;-99;10;40;400;72;47.6;1;70;1;2;0;0;0;0;0;0;0
Lofotværing;2;5;2 013;5;7110,72;2541,06;4;26;-99;-99;10;40;400;72;47.6;1;71;1;0;0;1;0;sel ;1;0;0
Lofotværing;2;5;2 013;6;7110,50;2541,20;4;26;-99;-99;10;40;400;72;34;1;50;1;0;0;0;0;0;0;0;0
Lofotværing;2;5;2 013;7;7110,05;2541,40;4;26;-99;-99;10;40;400;72;52.3;1;77;1;1;0;0;0;0;0;0;0
Lofotværing;3;5;2 013;8;7108,27;2600,21;3;10;4;12;10;40;400;72;60.5;1;89;-99;0;0;0;0;0;0;0;0
Lofotværing;3;5;2 013;9;7107,97;2601,39;3;10;4;12;10;40;400;72;20.4;1;30;-99;0;0;0;0;0;0;0;0
Lofotværing;3;5;2 013;10;7107,68;2602,11;3;10;4;12;10;40;400;72;49.6;1;73;-99;0;0;0;0;0;0;0;0
Lofotværing;3;5;2 013;11;7107,59;2602,50;3;10;4;12;10;40;400;72;61.2;1;90;-99;1;0;0;0;0;0;0;0
Lofotværing;3;5;2 013;12;7107,59;2602,75;3;10;4;12;10;40;400;72;58.5;1;86;-99;0;0;0;0;0;0;0;0
Lofotværing;3;5;2 013;13;7107,35;2602,76;3;10;4;12;10;40;400;72;61.2;1;90;-99;0;0;0;0;0;0;0;0
Lofotværing;3;5;2 013;14;7107,00;2602,99;3;10;4;12;10;40;400;72;47.6;1;70;-99;0;0;0;0;0;0;0;0
Lofotværing;5;5;2 013;1;7111,08;2540,92;4;26;-99;-99;10;40;400;72;56.4;1;83;1;0;0;0;0;0;0;0;0
Lofotværing;5;5;2 013;2;7110,86;2540,95;4;26;-99;-99;10;40;400;72;52.3;1;77;1;0;0;0;0;0;0;0;0
Lofotværing;5;5;2 013;3;7110,60;2540,36;4;26;-99;-99;10;40;400;72;34;1;50;1;1;0;0;0;0;0;0;0
Lofotværing;5;5;2 013;4;7110,25;2540,69;4;26;-99;-99;10;40;400;72;49.6;1;73;1;0;0;0;0;0;0;0;0
Lofotværing;5;5;2 013;5;7110,72;2541,06;4;26;-99;-99;10;40;400;72;54.4;1;80;1;1;0;0;0;0;0;0;0
Lofotværing;5;5;2 013;6;7110,50;2541,20;4;26;-99;-99;10;40;400;72;60.5;1;89;1;0;0;0;0;0;0;0;0
Lofotværing;5;5;2 013;7;7110,05;2541,40;4;26;-99;-99;10;40;400;72;52.3;1;76;1;0;0;0;0;0;0;0;0
Lofotværing;6;5;2 013;8;7108,27;2600,21;3;10;4;12;10;40;400;72;49.6;1;73;1;1;0;0;0;0;0;0;0
Lofotværing;6;5;2 013;9;7107,97;2601,39;3;10;4;12;10;40;400;72;27.2;1;40;1;0;0;0;0;0;0;0;0
Lofotværing;6;5;2 013;10;7107,68;2602,11;3;10;4;12;10;40;400;72;42.8;1;63;1;0;0;0;0;0;0;0;0
Lofotværing;6;5;2 013;11;7107,59;2602,50;3;10;4;12;10;40;400;72;40.1;1;59;1;0;0;0;0;0;0;0;0
Lofotværing;6;5;2 013;12;7107,59;2602,75;3;10;4;12;10;40;400;72;54.4;1;80;1;1;0;0;0;0;0;0;0
Lofotværing;6;5;2 013;13;7107,35;2602,76;3;10;4;12;10;40;400;72;49.6;1;73;1;0;0;0;0;0;0;0;0
Lofotværing;6;5;2 013;14;7107,00;2602,99;3;10;4;12;10;40;400;72;50.3;1;74;1;0;0;0;0;0;0;0;0
Lofotværing;8;5;2 013;1;7111,08;2540,92;4;26;-99;-99;10;40;400;72;70;1;103;1;1;0;0;0;0;0;0;0
Lofotværing;8;5;2 013;2;7110,86;2540,95;4;26;-99;-99;10;40;400;72;61.2;1;90;1;0;0;0;1;0;0;0;0
Lofotværing;8;5;2 013;3;7110,60;2540,36;4;26;-99;-99;10;40;400;72;58.5;1;86;1;0;0;0;0;0;0;0;0
Lofotværing;8;5;2 013;4;7110,25;2540,69;4;26;-99;-99;10;40;400;72;61.9;1;91;1;0;0;0;0;sel ;1;0;0
Lofotværing;8;5;2 013;5;7110,72;2541,06;4;26;-99;-99;10;40;400;72;52.4;1;77;1;1;0;0;0;0;0;0;0
Lofotværing;8;5;2 013;6;7110,50;2541,20;4;26;-99;-99;10;40;400;72;42.5;1;63;1;0;0;0;0;0;0;0;0
Lofotværing;8;5;2 013;7;7110,05;2541,40;4;26;-99;-99;10;40;400;72;58.5;1;86;1;0;0;0;0;0;0;0;0
Lofotværing;9;5;2 013;8;7108,27;2600,21;3;10;4;12;10;40;400;72;52.3;1;77;1;1;0;0;0;0;0;0;0
Lofotværing;9;5;2 013;9;7107,97;2601,39;3;10;4;12;10;40;400;72;58.5;1;86;1;0;0;0;0;0;0;0;0
Lofotværing;9;5;2 013;10;7107,68;2602,11;3;10;4;12;10;40;400;72;40.8;1;60;1;1;0;0;0;0;0;0;0
Lofotværing;9;5;2 013;11;7107,59;2602,50;3;10;4;12;10;40;400;72;41;1;61;1;0;0;0;0;0;0;0;0
Lofotværing;9;5;2 013;12;7107,59;2602,75;3;10;4;12;10;40;400;72;49.6;1;73;1;0;0;0;0;0;0;0;0
Lofotværing;9;5;2 013;13;7107,35;2602,76;3;10;4;12;10;40;400;72;63.2;1;93;1;1;0;0;0;0;0;0;0
Lofotværing;9;5;2 013;14;7107,00;2602,99;3;10;4;12;10;40;400;72;54.4;1;80;1;0;0;0;0;0;0;0;0
Lofotværing;10;5;2 013;1;7111,08;2540,92;4;26;-99;-99;10;40;400;72;68.7;1;101;1;1;0;0;0;0;0;0;0
Lofotværing;10;5;2 013;2;7110,86;2540,95;4;26;-99;-99;10;40;400;72;44.9;1;66;1;0;0;0;0;0;0;0;0
Lofotværing;10;5;2 013;3;7110,60;2540,36;4;26;-99;-99;10;40;400;72;59.9;1;88;1;0;0;0;0;0;0;0;0
Lofotværing;10;5;2 013;4;7110,25;2540,69;4;26;-99;-99;10;40;400;72;47.6;1;70;1;0;1;0;0;0;0;0;0
Lofotværing;10;5;2 013;5;7110,72;2541,06;4;26;-99;-99;10;40;400;72;58.5;1;86;1;1;0;0;0;0;0;0;0
Lofotværing;10;5;2 013;6;7110,50;2541,20;4;26;-99;-99;10;40;400;72;47.6;1;70;1;0;0;0;0;0;0;0;0
Lofotværing;10;5;2 013;7;7110,05;2541,40;4;26;-99;-99;10;40;400;72;61.2;1;90;1;0;0;0;0;0;0;0;0
Lofotværing;12;5;2 013;8;7108,27;2600,21;3;10;4;12;10;40;400;72;58.4;-99;86;-99;1;0;0;0;0;0;0;0
Lofotværing;12;5;2 013;9;7107,97;2601,39;3;10;4;12;10;40;400;72;37.4;-99;55;-99;0;0;0;0;0;0;0;0
Lofotværing;12;5;2 013;10;7107,68;2602,11;3;10;4;12;10;40;400;72;67.3;-99;99;-99;0;0;0;0;0;0;0;0
Lofotværing;12;5;2 013;11;7107,59;2602,50;3;10;4;12;10;40;400;72;52.3;-99;77;-99;0;0;0;0;0;0;0;0
Lofotværing;12;5;2 013;12;7107,59;2602,75;3;10;4;12;10;40;400;72;58.4;-99;86;-99;0;0;0;0;0;0;0;0
Lofotværing;12;5;2 013;13;7107,35;2602,76;3;10;4;12;10;40;400;72;56.4;-99;83;-99;0;0;0;0;0;0;0;0
Lofotværing;12;5;2 013;14;7107,00;2602,99;3;10;4;12;10;40;400;72;47.6;-99;70;-99;1;0;0;0;0;0;0;0
Lofotværing;13;5;2 013;1;7111,08;2540,92;4;26;-99;-99;10;40;400;72;74.8;1;110;1;0;0;0;0;0;0;0;0
Lofotværing;13;5;2 013;2;7110,86;2540,95;4;26;-99;-99;10;40;400;72;65.9;1;97;1;0;0;0;0;sel ;1;0;0
Lofotværing;13;5;2 013;3;7110,60;2540,36;4;26;-99;-99;10;40;400;72;65.3;1;96;1;3;0;0;0;0;0;0;0
Lofotværing;13;5;2 013;4;7110,25;2540,69;4;26;-99;-99;10;40;400;72;89.8;1;132;1;0;0;0;0;0;0;0;0
Lofotværing;13;5;2 013;5;7110,72;2541,06;4;26;-99;-99;10;40;400;72;37.4;1;55;1;2;0;0;0;sel ;1;0;0
Lofotværing;13;5;2 013;6;7110,50;2541,20;4;26;-99;-99;10;40;400;72;65.3;1;96;1;0;0;0;0;0;0;0;0
Lofotværing;13;5;2 013;7;7110,05;2541,40;4;26;-99;-99;10;40;400;72;47.6;1;70;1;0;0;0;0;0;0;0;0
Lofotværing;15;5;2 013;8;7108,27;2600,21;3;10;4;12;10;40;400;72;40;-99;59;-99;0;0;0;0;0;0;0;0
Lofotværing;15;5;2 013;9;7107,97;2601,39;3;10;4;12;10;40;400;72;58.5;-99;86;-99;2;0;0;0;0;0;0;0
Lofotværing;15;5;2 013;10;7107,68;2602,11;3;10;4;12;10;40;400;72;63.2;-99;93;-99;0;0;0;0;0;0;0;0
Lofotværing;15;5;2 013;11;7107,59;2602,50;3;10;4;12;10;40;400;72;59.9;-99;88;-99;0;0;0;0;0;0;0;0
Lofotværing;15;5;2 013;12;7107,59;2602,75;3;10;4;12;10;40;400;72;47.6;-99;70;-99;1;0;0;0;0;0;0;0
Lofotværing;15;5;2 013;13;7107,35;2602,76;3;10;4;12;10;40;400;72;42.8;-99;63;-99;0;0;0;0;0;0;0;0
Lofotværing;15;5;2 013;14;7107,00;2602,99;3;10;4;12;10;40;400;72;67.3;-99;99;-99;0;0;0;0;0;0;0;0
Emma-Sofie;4;6;2 015;8;35,449;35,609;-99;-99;-99;-99;15;35;525;48;15;-99;9;-99;-99;0;0;0;;;;
Emma-Sofie;2;6;2 015;7;33,223;32,982;-99;-99;7;10;10;35;350;24;10;-99;8;-99;-99;0;0;0;;;;
Emma-Sofie;2;6;2 015;8;35,449;35,609;-99;-99;7;10;15;35;525;24;15;-99;10;-99;-99;0;0;0;;;;
Emma-Sofie;4;6;2 015;1;35,449;35.157;-99;-99;7;10;10;35;350;48;0;-99;0;-99;-99;0;0;0;;;;
Emma-Sofie;4;6;2 015;2;36,142;36.079;-99;-99;7;10;10;35;350;48;0;-99;0;-99;-99;0;0;0;;;;
Emma-Sofie;4;6;2 015;3;36,161;36,079;-99;-99;7;10;10;35;350;48;5;-99;3;-99;-99;0;0;0;;;;
Emma-Sofie;4;6;2 015;4;36,917;35,769;-99;-99;7;10;10;35;350;48;10;-99;7;-99;-99;0;0;0;;;;
Emma-Sofie;4;6;2 015;5;35,722;35,643;-99;-99;7;10;10;35;350;48;12;-99;9;-99;-99;0;0;0;;;;
Emma-Sofie;4;6;2 015;6;35,980;35,719;-99;-99;7;10;10;35;350;48;13;-99;10;-99;-99;0;0;0;;;;
Emma-Sofie;4;6;2 015;7;32,223;32,982;-99;-99;7;10;10;35;350;48;10;-99;9;-99;-99;0;0;0;;;;
Emma-Sofie;1;6;2 015;6;35,880;35,719;-99;-99;7;10;10;35;350;48;10;-99;9;-99;-99;0;0;0;;;;
Emma-Sofie;1;6;2 015;7;33,223;39,982;-99;-99;7;10;10;35;350;48;10;-99;8;-99;-99;0;0;0;;;;
Emma-Sofie;1;6;2 015;8;35,669;35,609;-99;-99;7;10;15;35;525;48;20;-99;15;-99;-99;0;0;0;;;;
Emma-Sofie;2;6;2 015;1;35,449;35,157;-99;-99;7;10;10;35;350;24;5;-99;3;-99;-99;0;0;0;;;;
Emma-Sofie;2;6;2 015;2;36,142;36,079;-99;-99;7;10;10;35;350;24;0;-99;0;-99;-99;0;0;0;;;;
Emma-Sofie;2;6;2 015;3;36,919;35,769;-99;-99;7;10;10;35;350;24;5;-99;3;-99;-99;0;0;0;;;;
Emma-Sofie;2;6;2 015;4;36,161;36,079;-99;-99;7;10;10;35;350;24;1;-99;1;-99;-99;0;0;0;;;;
Emma-Sofie;2;6;2 015;5;35,922;35,643;-99;-99;7;10;10;35;350;24;4;-99;3;-99;-99;0;0;0;;;;
Emma-Sofie;2;6;2 015;6;35,880;35,719;-99;-99;7;10;10;35;350;24;10;-99;7;-99;-99;0;0;0;;;;
Emma-Sofie;20;5;2 015;6;35,880;35,719;-99;-99;7;10;10;35;350;72;0;-99;-99;-99;-99;0;0;0;;;;
Emma-Sofie;25;5;2 015;1;35,449;35,157;-99;-99;7;10;10;35;350;72;20;2;17;-99;-99;0;0;0;;;;
Emma-Sofie;25;5;2 015;2;36,142;36,155;-99;-99;7;10;10;35;350;72;15;2;10;-99;-99;0;0;0;;;;
Emma-Sofie;25;5;2 015;3;36,161;36,079;-99;-99;7;10;10;35;350;72;10;2;7;-99;-99;0;0;0;;;;
Emma-Sofie;1;6;2 015;1;35,449;35,157;-99;-99;7;10;10;35;350;48;10;2;7;-99;-99;0;0;0;;;;
Emma-Sofie;1;6;2 015;2;36,142;36,079;-99;-99;7;10;10;35;350;48;10;2;6;-99;-99;0;0;0;;;;
Emma-Sofie;1;6;2 015;3;36,161;36,079;-99;-99;7;10;10;35;350;48;10;2;8;-99;-99;0;0;0;;;;
Emma-Sofie;1;6;2 015;4;35,914;35,769;-99;-99;7;10;10;35;350;48;10;2;9;-99;-99;0;0;0;;;;
Emma-Sofie;1;6;2 015;5;35,722;35,643;-99;-99;7;10;10;35;350;48;10;2;10;-99;-99;0;0;0;;;;
Emma-Sofie;22;5;2 015;5;35,722;35,643;-99;-99;7;10;10;-99;-990;72;20;2;15;-99;-99;0;0;0;;;;
Emma-Sofie;22;5;2 015;6;35,880;35,719;-99;-99;7;10;10;-99;-990;72;20;2;15;-99;-99;0;0;0;;;;
Emma-Sofie;25;5;2 015;1;35,449;35,657;-99;-99;7;10;10;-99;-990;72;0;2;0;-99;-99;0;0;0;;;;
Emma-Sofie;25;5;2 015;2;36,142;36,155;-99;-99;7;10;10;-99;-990;72;2;2;2;-99;-99;0;0;0;;;;
Emma-Sofie;25;5;2 015;3;36,161;36,079;-99;-99;7;10;10;-99;-990;72;3;2;3;-99;-99;0;0;0;;;;
Emma-Sofie;25;5;2 015;4;35,917;35,769;-99;-99;7;10;10;-99;-990;72;25;2;18;-99;-99;0;0;0;;;;
Emma-Sofie;25;5;2 015;5;35,722;35,643;-99;-99;7;10;10;-99;-990;72;0;2;0;-99;-99;0;0;0;;;;
Emma-Sofie;19;5;2 015;2;36,142;36,155;-99;-99;7;10;10;-99;-990;24;5;2;3;-99;-99;0;0;0;;;;
Emma-Sofie;19;5;2 015;3;36,161;36,079;-99;-99;7;10;10;-99;-990;24;10;2;7;-99;-99;0;0;0;;;;
Emma-Sofie;19;5;2 015;4;35,917;35,769;-99;-99;7;10;10;-99;-990;24;10;2;7;-99;-99;0;0;0;;;;
Emma-Sofie;19;5;2 015;5;35,732;35,643;-99;-99;7;10;10;-99;-990;24;10;2;7;-99;-99;0;0;0;;;;
Emma-Sofie;19;5;2 015;6;35,880;35,719;-99;-99;7;10;10;-99;-990;24;10;2;7;-99;-99;0;0;0;;;;
Emma-Sofie;23;5;2 015;1;35,449;35,657;-99;-99;7;10;10;110;1100;72;0;2;0;-99;-99;0;0;0;;;;
Emma-Sofie;23;5;2 015;2;36,142;36,155;-99;-99;7;10;10;110;1100;72;0;2;0;-99;-99;0;0;0;;;;
Emma-Sofie;23;5;2 015;3;36,161;36,079;-99;-99;7;10;10;110;1100;72;40;2;30;-99;-99;0;0;0;;;;
Emma-Sofie;23;5;2 015;4;35,917;35,769;-99;-99;7;10;10;110;1100;72;40;2;30;-99;-99;0;0;0;;;;
Emma-Sofie;10;5;2 015;1;6936,14;1729,11;-99;-99;7;10;10;-99;-990;48;30;2;43;-99;-99;0;0;0;;;;
Emma-Sofie;10;5;2 015;2;6936,16;6936,08;-99;-99;7;10;10;-99;-990;48;60;2;85;-99;-99;0;0;0;;;;
Emma-Sofie;10;5;2 015;3;6935,94;6935,82;-99;-99;7;10;10;-99;-990;48;50;2;71;-99;-99;0;0;0;;;;
Emma-Sofie;10;5;2 015;4;6935,79;6935,70;-99;-99;7;10;10;-99;-990;48;50;2;72;-99;-99;0;0;0;;;;
Emma-Sofie;10;5;2 015;5;6935,64;6935,56;-99;-99;7;10;10;-99;-990;48;40;2;60;-99;-99;0;0;0;;;;
Emma-Sofie;10;5;2 015;6;6935,66;6935,47;-99;-99;7;10;10;-99;-990;48;50;2;70;-99;-99;0;0;0;;;;
Emma-Sofie;10;5;2 015;7;6935,88;6935,72;-99;-99;7;10;10;-99;-990;48;20;2;30;-99;-99;0;0;0;;;;
Emma-Sofie;10;5;2 015;8;6935,77;6935,64;-99;-99;7;10;10;-99;-990;48;20;2;30;-99;-99;0;0;0;;;;
Emma-Sofie;10;5;2 015;9;6935,92;6935,77;-99;-99;7;10;10;-99;-990;48;30;2;43;-99;-99;0;0;0;;;;
Emma-Sofie;10;5;2 015;10;6933,22;6932,98;-99;-99;7;10;10;36;360;48;40;2;55;-99;-99;0;0;0;;;;
Emma-Sofie;12;5;2 015;1;6933,22;6932,98;-99;-99;7;10;10;36;360;48;40;2;55;-99;-99;0;0;0;;;;
Emma-Sofie;12;5;2 015;2;35,945;36,079;-99;-99;7;10;10;36;360;48;25;2;18;-99;-99;0;0;0;;;;
Emma-Sofie;12;5;2 015;3;36,161;36,142;-99;-99;7;10;10;36;360;48;25;2;19;-99;-99;0;0;0;;;;
Emma-Sofie;12;5;2 015;4;38,657;35,449;-99;-99;7;10;10;36;360;48;25;2;20;-99;-99;0;0;0;;;;
Emma-Sofie;12;5;2 015;5;35,474;35,616;-99;-99;7;10;10;36;360;48;35;2;18;-99;-99;0;0;0;;;;
Emma-Sofie;12;5;2 015;6;35,557;35,642;-99;-99;7;10;10;36;360;48;10;2;8;-99;-99;0;0;0;;;;
Emma-Sofie;12;5;2 015;7;35,703;36,791;-99;-99;7;10;10;36;360;48;10;2;8;-99;-99;0;0;0;;;;
Emma-Sofie;12;5;2 015;8;35,719;35,880;-99;-99;7;10;10;36;360;48;10;2;8;-99;-99;0;0;0;;;;
Emma-Sofie;12;5;2 015;9;35,643;35,722;-99;-99;7;10;10;36;360;48;10;-99;8;-99;-99;0;0;0;;;;
Emma-Sofie;12;5;2 015;10;35,769;35,917;-99;-99;7;10;10;36;360;48;10;-99;8;-99;-99;0;0;0;;;;
Emma-Sofie;18;5;2 015;1;35,449;35,657;-99;-99;7;10;10;-99;-990;48;0;-99;0;-99;-99;0;0;0;;;;
Emma-Sofie;18;5;2 015;2;36,142;36,155;-99;-99;7;10;10;-99;-990;48;0;-99;0;-99;-99;0;0;0;;;;
Emma-Sofie;18;5;2 015;3;36,161;36,079;-99;-99;7;10;10;-99;-990;48;0;-99;0;-99;-99;0;0;0;;;;
Emma-Sofie;18;5;2 015;4;35,917;35,643;-99;-99;7;10;10;-99;-990;48;0;-99;0;-99;-99;0;0;0;;;;
Emma-Sofie;18;5;2 015;5;35,732;35,719;-99;-99;7;10;10;-99;-990;48;10;-99;7;-99;-99;0;0;0;;;;
Emma-Sofie;18;5;2 015;6;35,880;35,719;-99;-99;7;10;10;-99;-990;48;15;-99;10;-99;-99;0;0;0;;;;
Emma-Sofie;19;5;2 015;1;35,449;35,659;-99;-99;7;10;10;-99;-990;48;0;-99;0;-99;-99;0;0;0;;;;
ØYVÆRING;11;5;2 015;1;6939,1;1744,8;5;30;8;12;10;42;420;48;15;2;-99;2;1;1;0;1;;;;
ØYVÆRING;11;5;2 015;2;6938,9;1744,2;5;30;10;12;10;42;420;48;18;2;-99;2;2;0;0;0;;;;
ØYVÆRING;11;5;2 015;3;6938,8;1744,0;5;30;10;12;10;42;420;48;22;2;-99;2;1;0;0;0;;;;
ØYVÆRING;11;5;2 015;4;6938,8;1744,9;5;30;10;12;10;42;420;48;21;2;-99;2;3;0;0;0;;;;
ØYVÆRING;11;5;2 015;5;6938,1;1743,8;5;30;10;15;10;42;420;48;25;2;-99;2;0;0;0;0;;;;
ØYVÆRING;12;5;2 015;1;6939,4;1755,8;5;30;10;15;10;42;420;72;20;2;-99;2;0;1;0;1;;;;
ØYVÆRING;12;5;2 015;2;6939,4;1757,4;5;30;10;15;10;42;420;72;24;2;-99;2;1;0;0;0;;;;
ØYVÆRING;12;5;2 015;3;6938,9;1756,8;5;30;10;15;10;42;420;72;20;2;-99;2;1;0;0;0;;;;
ØYVÆRING;13;5;2 015;1;6939,3;1757,4;5;30;8;12;10;42;420;24;10;2;20;2;0;0;0;0;;;;
ØYVÆRING;13;5;2 015;2;6938,9;1756,8;5;30;8;12;10;42;420;24;9;2;18;2;0;0;0;0;;;;
ØYVÆRING;13;5;2 015;3;6938,8;1756,7;5;30;6;10;10;42;420;24;8;2;16;2;1;1;0;1;;;;
ØYVÆRING;13;5;2 015;4;6938,8;1745,0;5;30;8;12;10;42;420;48;35;2;60;2;0;1;0;1;;;;
ØYVÆRING;13;5;2 015;5;6938,7;1744,1;5;30;10;15;10;42;420;48;22;2;40;2;0;0;0;0;;;;
ØYVÆRING;13;5;2 015;6;6938,9;1744,2;5;30;8;12;10;42;420;48;18;2;35;2;2;0;0;0;;;;
ØYVÆRING;13;5;2 015;7;6938,1;1743,8;5;30;8;15;10;42;420;48;18;2;32;2;1;0;0;0;;;;
ØYVÆRING;13;5;2 015;8;6937,9;1744,2;5;30;6;12;10;42;420;48;10;2;17;2;1;1;0;1;;;;
ØYVÆRING;18;5;2 015;1;6938,9;1744,8;5;30;8;12;10;42;420;48;4;2;7;2;1;0;0;0;;;;
ØYVÆRING;18;5;2 015;2;6938,9;1744,2;5;30;8;12;10;42;420;48;5;2;9;2;0;0;0;0;;;;
ØYVÆRING;18;5;2 015;3;6930,8;1744,1;5;30;8;15;10;42;420;48;4;2;8;2;2;0;0;0;;;;
ØYVÆRING;18;5;2 015;4;6938,8;1745,0;5;30;8;12;10;42;420;48;5;2;9;2;1;0;0;0;;;;
ØYVÆRING;18;5;2 015;5;6937,7;1744,0;5;30;6;12;10;42;420;48;6;2;11;2;0;0;0;0;;;;
ØYVÆRING;18;5;2 015;6;6937,5;1742,7;5;30;6;10;10;42;420;48;4;2;8;2;0;1;0;1;;;;
ØYVÆRING;18;5;2 015;7;6937,5;1741,8;5;30;6;12;10;42;420;48;8;2;15;2;1;1;0;1;;;;
ØYVÆRING;29;5;2 015;1;6938,9;1756,9;5;30;8;12;10;42;420;72;18;2;35;2;1;0;0;0;;;;
ØYVÆRING;29;5;2 015;2;6939,1;1758,4;5;30;5;10;10;42;420;72;20;2;38;2;0;;0;0;;;;
ØYVÆRING;29;5;2 015;3;6931,2;1758,2;5;30;5;10;10;42;420;72;24;2;42;2;0;1;0;1;;;;
ØYVÆRING;29;5;2 015;4;6939,5;1759,2;5;30;4;10;10;42;420;72;16;2;30;2;0;0;0;0;;;;
